,date,close,high,low,open,volume
0,2024-04-01,154.75015258789062,154.99896303730998,149.89336775564567,149.972988921802,31730800
1,2024-04-02,153.8245849609375,153.96391821888022,151.42604834775094,152.7696309813447,24586000
2,2024-04-03,154.182861328125,154.34210366441846,152.00327930693646,152.8691500191665,24705000
3,2024-04-04,149.81375122070312,154.03358204033015,149.73413005208545,152.7696206660751,34724700
4,2024-04-05,151.7743682861328,152.6899888823038,148.8881732587718,149.31611992588236,23449300
5,2024-04-08,154.11318969726562,154.53118940622207,151.88384272998078,152.0530320036405,20702000
6,2024-04-09,155.85487365722656,157.80553910227465,154.4515790592109,155.3472906145229,31113000
7,2024-04-10,155.3970489501953,155.86481379575542,153.9439892879095,155.46672316327985,22838600
8,2024-04-11,158.6514892578125,158.92019359328873,155.7155291650152,156.16338491032602,27166400
9,2024-04-12,156.9794921875,159.4576498521726,156.39230314278245,157.20840874623565,25329200
10,2024-04-15,154.12315368652344,158.48231785442226,153.85443413456358,158.1041210913814,27136500
11,2024-04-16,153.6653289794922,154.9093812386726,152.6999432114734,153.45633670421336,20779500
12,2024-04-17,154.73023986816406,156.33257973226392,153.84447529646815,154.8795200598381,21763100
13,2024-04-18,155.26766967773438,156.19325246003623,153.88428416601494,154.6008594858019,19883000
14,2024-04-19,153.35679626464844,155.61599926941918,151.5753202297304,155.45675694613493,32239100
15,2024-04-22,155.53640747070312,156.8899371017775,153.32696917312308,153.57577965540744,26446200
16,2024-04-23,157.5069580078125,158.21358635071638,155.53638354340058,156.21315584791824,21151600
17,2024-04-24,158.37283325195312,158.8107420758396,156.42215263269097,156.74063729958468,22779100
18,2024-04-25,155.2577362060547,155.74541020347255,150.15214040585292,150.60995836120296,57109700
19,2024-04-26,171.1318359375,173.87871320868138,168.84277660691075,173.5403194325108,64665300
20,2024-04-29,165.35940551757812,168.74323647348305,164.42389105822426,168.2555625642054,45610000
21,2024-04-30,162.00546264648438,167.3001564313842,161.82632640780892,164.8219988264117,33562900
22,2024-05-01,163.080322265625,166.3248050727695,162.31398182603573,163.51823108824746,33493200
23,2024-05-02,165.8271942138672,165.93667142615246,163.1101881822967,164.0058997837683,24294500
24,2024-05-03,166.44422912597656,167.16080437240942,162.27416392931923,166.76269857651153,34662400
25,2024-05-06,167.30015563964844,167.3399586304374,165.2399977875199,166.66320148373052,21871300
26,2024-05-07,170.43515014648438,170.94271797332505,167.58875812637166,167.69823532661383,28039700
27,2024-05-08,168.5740509033203,169.34037610962505,167.93709679670465,168.1958541822666,19569100
28,2024-05-09,169.15130615234375,169.87782842770906,167.37976174414283,168.58401102643612,15346700
29,2024-05-10,167.8475341796875,169.04183656465733,165.39924770010776,167.23048908398923,29799900
30,2024-05-13,168.33518981933594,168.47452305757707,163.2196478065062,163.47840519575857,31327600
31,2024-05-14,169.52947998046875,170.43515363864887,167.99681433185833,168.9622000666333,25127100
32,2024-05-15,171.6891632080078,171.82849645723252,169.69867954126346,169.81811888787405,26948400
33,2024-05-16,173.35121154785156,174.28674128104558,171.86831096693263,172.46544694250113,27867900
34,2024-05-17,175.2222900390625,175.4312975242247,172.86357154778918,173.35123036952348,24479300
35,2024-05-20,176.0781707763672,177.9193741112275,175.24217134065958,175.3516485419678,22554400
36,2024-05-21,177.00375366210938,177.3023140421263,174.9734519608894,176.05826183810862,16989400
37,2024-05-22,175.540771484375,176.3070968146428,174.3763402817088,175.7995289117943,17880000
38,2024-05-23,172.72421264648438,177.40184593977742,172.12706150853876,176.22746793765114,21024900
39,2024-05-24,174.15736389160156,174.93365126217552,172.82372836993727,174.14740175468117,16572500
40,2024-05-28,175.56063842773438,176.42650907586395,173.54029889240527,173.61992005465763,20572200
41,2024-05-29,175.0630340576172,175.99856381955107,173.88865597259237,174.59526917665025,23388700
42,2024-05-30,171.29107666015625,174.38627944367667,170.97259197646454,174.36637035439955,22958700
43,2024-05-31,171.67919921875,172.23653216033742,168.63376194065896,171.0422451160524,37638900
44,2024-06-03,172.3460235595703,173.69955303760383,170.3455929752159,171.71901635552842,27459100
45,2024-06-04,172.9630584716797,173.02278573356492,171.0721052056168,172.4554906420356,26879600
46,2024-06-05,174.5753631591797,175.80945323933747,173.10239440013726,174.36635570479385,22068500
47,2024-06-06,175.88906860351562,176.30706831231922,174.91373594964054,175.06301613629049,23251000
48,2024-06-07,173.6298828125,177.02364564681855,173.47064048742553,176.2075553066339,19661400
49,2024-06-10,174.3771514892578,176.41974164942064,172.13528757767702,174.3373028204193,23779200
50,2024-06-11,175.98133850097656,176.20054419886765,173.14165320239113,175.58279097950916,21540600
51,2024-06-12,177.14710998535156,179.75764648213246,175.47319211286342,177.60545332869307,27864700
52,2024-06-13,174.52662658691406,176.10091514486052,174.24764028080844,175.4731883543162,20913300
53,2024-06-14,176.15074157714844,176.41976954609018,173.5202881130933,173.59004229910659,18063600
54,2024-06-17,176.59912109375,177.71506640628968,174.1778998559042,174.82555863477174,19618500
55,2024-06-18,174.4568634033203,176.74854954541945,173.47045301608333,176.49945355613937,21869900
56,2024-06-20,175.66249084472656,176.6489012104213,174.35723032198266,174.73584587896318,20160100
57,2024-06-21,178.98046875,180.19605848680078,175.9713847127052,176.3599738775111,58582700
58,2024-06-24,178.5719451904297,180.23590467855502,178.02393093898397,179.50854860133447,18298000
59,2024-06-25,183.3645477294922,183.6236020982057,178.77121684563144,178.97049060645827,23235600
60,2024-06-26,183.21510314941406,183.84281475961373,181.82015636356306,181.96962309255457,19839000
61,2024-06-27,184.73956298828125,185.37724814669312,183.35458982218609,183.51399970907897,18848900
62,2024-06-28,181.4913330078125,184.46056816789698,181.30203282563852,183.65349958942755,29156600
63,2024-07-01,182.32830810546875,183.2150892304388,180.64441676394287,182.36815677467078,16006100
64,2024-07-02,184.5701904296875,184.89899899691764,180.9034891495935,181.39172281674388,17372500
65,2024-07-03,185.1480712890625,185.41708400664015,183.33464521797683,184.18157764961353,10242100
66,2024-07-05,189.9108123779297,190.16986676631305,185.1281657368756,185.1879463493014,20967500
67,2024-07-08,188.34646606445312,189.48234321486567,187.10098606603526,189.2133152781957,21035900
68,2024-07-09,188.29664611816406,190.6680449292031,188.03759174863737,189.62183867706156,15121400
69,2024-07-10,190.48867797851562,191.05662413286367,188.34645854817109,188.46601975809165,15952500
70,2024-07-11,184.89898681640625,190.16985150502285,184.41075318141904,189.16350913484757,25625800
71,2024-07-12,184.4008026123047,186.4334193756876,183.8228980414375,184.4107609794594,22898400
72,2024-07-15,185.8555145263672,187.55933793133792,184.25133560725024,184.25133560725024,16474000
73,2024-07-16,183.25494384765625,187.99772622450305,182.70692960576108,186.68250724756794,18290700
74,2024-07-17,180.3654327392578,182.88628299827582,179.24947234058598,182.3083784640881,20734100
75,2024-07-18,177.0474853515625,181.84009022857012,175.83189558689608,181.27214401888858,25315700
76,2024-07-19,177.017578125,179.63805760345338,176.4894958420638,178.2331677734678,18881900
