,date,close,high,low,open,volume
0,2024-04-08,87.10437774658203,88.80081883400379,86.70350850941023,88.67085666122206,283220000
1,2024-04-09,85.3259506225586,87.60620698800746,82.99472376686872,87.41326961083752,503547000
2,2024-04-10,87.01040649414062,87.3712879556285,83.68149867040677,83.89843024698811,431929000
3,2024-04-11,90.58622741699219,90.70918810631315,86.89744487180356,87.39127824687137,431637000
4,2024-04-12,88.15703582763672,90.1453886602286,87.50125303417155,89.66953943111257,426805000
5,2024-04-15,85.97274780273438,90.58323225547265,85.9007728583494,89.06873054875433,443077000
6,2024-04-16,87.38628387451172,88.08904823109181,86.03572977127556,86.40460421758179,370453000
7,2024-04-17,84.00739288330078,88.7458333599475,83.92241409948026,88.3109710984958,495400000
8,2024-04-18,84.64318084716797,86.16168663370678,82.37492908333081,84.94208621726145,447260000
9,2024-04-19,76.17497253417969,84.29630512599306,75.58117346384236,83.12269469975273,875198000
10,2024-04-22,79.49188232421875,80.04670035538005,76.3749101252901,78.07834524781059,596341000
11,2024-04-23,82.39592742919922,82.74181446817349,80.23763989778655,80.74247130165297,438559000
12,2024-04-24,79.65082550048828,84.05437709629325,79.1569845005292,83.92241667959377,512208000
13,2024-04-25,82.6048583984375,83.29562566305763,78.19730258611348,78.84208734175279,424641000
14,2024-04-26,87.70618438720703,88.30198930446801,83.3596128981717,83.79047109382074,551011000
15,2024-04-29,87.7281723022461,87.96308807915567,85.23798574736955,87.56622296271497,388971000
16,2024-04-30,86.37361907958984,88.78982495986544,86.27165520822136,87.21134125053536,363709000
17,2024-05-01,83.01371765136719,85.9717451202874,81.22830132116862,85.04905184528752,559863000
18,2024-05-02,85.78881072998047,86.20867093085921,83.17266601309362,84.42125626969049,377898000
19,2024-05-03,88.75983428955078,89.25166943381491,87.01140828668458,87.76016278941914,398341000
20,2024-05-06,92.10973358154297,92.18970913389045,89.02574784622284,89.36063689142837,376203000
21,2024-05-07,90.52425384521484,91.75084815179432,88.98176145323684,91.06807385977748,437342000
22,2024-05-08,90.38230895996094,91.16404981267715,89.39063036492911,89.45361321300157,325721000
23,2024-05-09,88.71784973144531,91.04208295679378,88.20202038816478,90.4992620554592,378013000
24,2024-05-10,89.84847259521484,91.3709748992257,89.19768547851668,90.2753342742342,335325000
25,2024-05-13,90.36931610107422,90.96811842024397,88.49992744150495,90.44828491109924,289680000
26,2024-05-14,91.32598876953125,91.62089001998181,88.904779793576,89.5695622301617,296507000
27,2024-05-15,94.59890747070312,94.83083350687552,91.5689050462718,92.44161932872312,417735000
28,2024-05-16,94.3280029296875,95.78752238437566,94.07208269713682,94.87882442022669,323952000
29,2024-05-17,92.4486083984375,94.70886703782735,91.77583301886031,94.33799437588382,359691000
30,2024-05-20,94.74887084960938,95.16873108150425,93.40931459730984,93.71921034558147,318764000
31,2024-05-21,95.35466766357422,95.36866300361463,93.14939104451075,93.56825212335475,328946000
32,2024-05-22,94.91881561279297,95.98846392246197,93.21837781672151,95.42765114316352,548648000
33,2024-05-23,103.76490783691406,106.2850758370863,101.48664948420172,101.99448585081109,835065000
34,2024-05-24,106.43403625488281,106.44003098960508,102.96617374072069,104.41469537259921,429494000
35,2024-05-28,113.86357879638672,114.90123977492766,109.84690116806794,110.20778262251307,652728000
36,2024-05-29,114.78727722167969,115.45405793078952,110.86457027293942,113.01286640628571,557442000
37,2024-05-30,110.46369171142578,115.78094422890767,109.62696874788826,114.61232962234554,487350000
38,2024-05-31,109.59699249267578,112.67997913664935,106.90487625910878,112.48303762096089,613263000
39,2024-06-03,114.96221923828125,114.96221923828125,111.96620219037665,113.58367447543728,438392000
40,2024-06-04,116.39875030517578,116.56169877793198,114.00753771578134,115.67799408835361,403324000
41,2024-06-05,122.3997802734375,122.40877237466783,117.42941347887506,118.33211671671947,528402000
42,2024-06-06,120.958251953125,125.54574130546908,118.28113030159747,124.00724541916884,664696000
43,2024-06-07,120.8482894897461,121.65202623467715,117.98323363858707,119.7306529022316,412386000
44,2024-06-10,121.74999237060547,123.05955958930451,116.9715638416941,120.33046067723372,314162700
45,2024-06-11,120.88021850585938,122.83973476114328,118.71074727008515,121.7399996348229,222551200
46,2024-06-12,125.16914367675781,126.84872997628844,122.53979453852547,123.02967165119686,299595000
47,2024-06-13,129.5780792236328,129.7680348697194,127.12868568021801,129.35813218658845,260704500
48,2024-06-14,131.84750366210938,132.8072585317083,128.28838344854194,129.92797866788297,309320400
49,2024-06-17,130.94773864746094,133.69706139159663,129.54808953427707,132.9572533982128,288504400
50,2024-06-18,135.54660034179688,136.29641557179684,130.6578056523983,131.10769173939232,294335100
51,2024-06-20,130.74777221679688,140.72530869246972,129.4880881954488,139.765553796689,517768400
52,2024-06-21,126.53881072998047,130.5978154647857,124.26937345205326,127.08867825178737,655484700
53,2024-06-24,118.08089447021484,124.42932809847615,118.0109120255889,123.2096275256971,476060900
54,2024-06-25,126.05892944335938,126.46883208603107,119.29060083723321,121.17013488438512,425787500
55,2024-06-26,126.36885833740234,128.08842814640124,122.56979155312732,126.09892059020918,362975900
56,2024-06-27,123.9594497680664,126.37885933630702,122.8897136949346,124.06942327696439,252571700
57,2024-06-28,123.50955963134766,127.67853027804634,122.71975337861936,124.54930428199576,315516700
58,2024-07-01,124.26937866210938,124.80923890749885,118.8007251119183,123.4395813225982,284885500
59,2024-07-02,122.6397705078125,123.37959365292392,121.00017523772506,121.10014907077634,218374000
60,2024-07-03,128.24839782714844,128.24839782714844,121.33010435521813,121.63003350315482,215749000
61,2024-07-05,125.79899597167969,128.81825608276083,125.64903140778242,127.34860945857926,214176700
62,2024-07-08,128.16839599609375,130.73776982046533,127.0086858992603,127.4585719244731,237677300
63,2024-07-09,131.34764099121094,133.78704236722226,128.61830251041144,130.3178959397844,285366600
64,2024-07-10,134.87677001953125,135.0667256558596,132.38737791270125,133.99698191654937,248978600
65,2024-07-11,127.36860656738281,136.11644269274476,127.01869434277064,135.7165473660534,374782700
66,2024-07-12,129.20816040039062,131.88749271860638,127.18865386253758,128.22839089146464,252680500
67,2024-07-15,128.40835571289062,131.35762580228223,127.14866403247436,130.52782847793975,208326200
68,2024-07-16,126.32886505126953,129.00819736720675,124.54930487008038,128.40835436238444,214769500
69,2024-07-17,117.96092224121094,121.81997165296215,116.6912385563928,121.32009486519661,390086200
70,2024-07-18,121.06016540527344,122.36984786902624,116.53128260658956,121.81998031239168,320979500
71,2024-07-19,117.90094757080078,121.57004161457283,117.34108797082892,120.32034955926778,217223800
72,2024-07-22,123.50955963134766,124.03942781453529,119.8304661088677,120.3203432330864,258068900
73,2024-07-23,122.5597915649414,124.65928025097237,122.06991443104106,122.74974719191928,173911000
74,2024-07-24,114.22184753417969,119.92043994002134,113.41204956795865,119.1406333610656,327776900
75,2024-07-25,112.25233459472656,116.60126129148769,106.27381225253961,113.01214947730902,460067000
76,2024-07-26,113.03214263916016,116.17136841805404,111.55251154245995,116.16137637359374,293399100
77,2024-07-29,111.5625,116.25134680115113,111.27257816967544,113.66198865142056,248152100
78,2024-07-30,103.7044448852539,111.96240417731258,102.51473565355279,111.49251876218644,486833300
79,2024-07-31,116.99116516113281,118.3108396333588,110.85267854952704,112.87218513169266,473174200
80,2024-08-01,109.18309783935547,120.13040514788088,106.78368749587625,117.50104810323892,523462300
81,2024-08-02,107.24356079101562,108.69320802636011,101.3450209019017,103.73443129488524,482027500
82,2024-08-05,100.42524719238281,103.38452459369911,90.66765743904186,92.0373150047539,552842400
83,2024-08-06,104.22430419921875,107.68345045446188,100.5252192354799,103.81440159583764,409012100
84,2024-08-07,98.88563537597656,108.77319818362058,98.6656883565928,107.78343659639361,411440400
85,2024-08-08,104.94413757324219,105.47400576569116,97.49596860854,101.97486813365401,391910000
