,date,close,high,low,open,volume
0,2024-04-01,169.23092651367188,170.4451942217802,168.68350825393796,170.38547862745995,46240500
1,2024-04-02,168.04649353027344,168.54414366405445,167.43935975957754,168.28537106183597,49329500
2,2024-04-03,168.8527069091797,169.87786510696628,167.78774337767854,167.9967479570679,47691700
3,2024-04-04,168.02662658691406,171.1120488206033,168.02662658691406,169.4897042530356,53704400
4,2024-04-05,168.7830352783203,169.5892261323792,168.15599119757314,168.79298281447828,42055200
5,2024-04-08,167.65834045410156,168.40481571452685,167.4493358859462,168.23561647794648,37425500
6,2024-04-09,168.8726043701172,169.2806811483862,167.55881583801002,167.90716183961618,42451200
7,2024-04-10,166.99147033691406,168.2953112001811,166.32462100940634,168.0066808175879,49709300
8,2024-04-11,174.21737670898438,174.63541624491384,167.36972023014152,167.5488670137579,91070300
9,2024-04-12,175.72027587890625,177.52176704196785,173.39127675717174,173.44102962389059,101593300
10,2024-04-15,171.87840270996094,175.7998881273465,171.68929323241036,174.53585255667426,73531800
11,2024-04-16,168.583984375,172.94338974194338,167.47920033817573,170.94284143183614,73711200
12,2024-04-17,167.21046447753906,169.84800441976404,167.21046447753906,168.81289870293196,50901200
13,2024-04-18,166.25494384765625,167.84743029154777,165.76725645436014,167.24029654336022,43122900
14,2024-04-19,164.2245635986328,165.6179780634261,163.3088890664717,165.42888374733738,67772100
15,2024-04-22,165.0605926513672,166.4739172082034,163.99562926284756,164.74210446317437,48116400
16,2024-04-23,166.1156005859375,166.26490473113174,164.14491040339777,164.5728973951299,49537800
17,2024-04-24,168.2256622314453,168.50434510258808,165.42887079721268,165.75730653407012,48251800
18,2024-04-25,169.09158325195312,169.80820075027214,167.3597550998357,168.73327450279362,50558300
19,2024-04-26,168.5043487548828,170.53475474394267,168.38490238817732,169.081624768213,44838400
20,2024-04-29,172.68460083007812,175.20270935632288,172.28648678772151,172.55520693212748,68169400
21,2024-04-30,169.5294952392578,174.16759809934044,169.2010443307548,172.51539602156524,65934800
22,2024-05-01,168.5043487548828,171.89832652202932,168.31523926242042,168.78303163206596,50383100
23,2024-05-02,172.21682739257812,172.6049939419865,170.08688513916925,171.69926693100732,94214900
24,2024-05-03,182.51817321777344,186.12115543095717,181.80155578938326,185.7727942523785,163224100
25,2024-05-06,180.85601806640625,183.33430600969174,179.57207221815372,181.49300962933657,78569700
26,2024-05-07,181.54278564453125,184.0310366275269,180.46787458450643,182.58785409480518,77305800
27,2024-05-08,181.8811798095703,182.20963072654146,180.5972339353124,181.9906634485607,45057100
28,2024-05-09,183.7025909423828,183.79216432803474,181.25414542501753,181.70202754035518,48983000
29,2024-05-10,182.43682861328125,184.46998840191682,181.51991222172592,184.28062242398164,50759500
