,date,close,high,low,open,volume
0,2024-04-08,154.1132049560547,154.5312047063974,151.8838577680416,152.0530470584528,20702000
1,2024-04-09,155.85487365722656,157.80553910227465,154.4515790592109,155.3472906145229,31113000
2,2024-04-10,155.39706420898438,155.8648291004754,153.94400440401932,155.4667384289104,22838600
3,2024-04-11,158.65150451660156,158.92020887792125,155.71554414142938,156.1633999298141,27166400
4,2024-04-12,156.9794921875,159.4576498521726,156.39230314278245,157.20840874623565,25329200
5,2024-04-15,154.12315368652344,158.48231785442226,153.85443413456358,158.1041210913814,27136500
6,2024-04-16,153.6653289794922,154.9093812386726,152.6999432114734,153.45633670421336,20779500
7,2024-04-17,154.73025512695312,156.33259514906842,153.84449046790715,154.87953533334849,21763100
8,2024-04-18,155.26766967773438,156.19325246003623,153.88428416601494,154.6008594858019,19883000
9,2024-04-19,153.3568115234375,155.6160147529958,151.57533531126506,155.45677241386718,32239100
10,2024-04-22,155.536376953125,156.88990631862524,153.3269390890557,153.57574952252133,26446200
11,2024-04-23,157.5069580078125,158.21358635071638,155.53638354340058,156.21315584791824,21151600
12,2024-04-24,158.37283325195312,158.8107420758396,156.42215263269097,156.74063729958468,22779100
13,2024-04-25,155.25772094726562,155.74539489675468,150.15212564884374,150.60994355919925,57109700
14,2024-04-26,171.1318359375,173.87871320868138,168.84277660691075,173.5403194325108,64665300
15,2024-04-29,165.35940551757812,168.74323647348305,164.42389105822426,168.2555625642054,45610000
16,2024-04-30,162.00546264648438,167.3001564313842,161.82632640780892,164.8219988264117,33562900
17,2024-05-01,163.080322265625,166.3248050727695,162.31398182603573,163.51823108824746,33493200
18,2024-05-02,165.82716369628906,165.93664088842695,163.1101581647357,164.00586960136738,24294500
19,2024-05-03,166.4442596435547,167.16083502137172,162.27419368231517,166.76272915248109,34662400
20,2024-05-06,167.30014038085938,167.33994336801806,165.23998271662975,166.66318628303551,21871300
21,2024-05-07,170.43515014648438,170.94271797332505,167.58875812637166,167.69823532661383,28039700
22,2024-05-08,168.57406616210938,169.34039143777946,167.93711199783866,168.19586940682248,19569100
23,2024-05-09,169.1512908935547,169.87781310338192,167.3797466451611,168.5839958188216,15346700
24,2024-05-10,167.84751892089844,169.0418211972959,165.39923266388908,167.2304738812949,29799900
25,2024-05-13,168.335205078125,168.474538328996,163.2196626015956,163.47842001430308,31327600
26,2024-05-14,169.52947998046875,170.43515363864887,167.99681433185833,168.9622000666333,25127100
27,2024-05-15,171.68914794921875,171.82848118606026,169.69866445937762,169.81810379537313,26948400
